CATEGORY,MEDICINE,UNITPRICE,MONTH,Sales,lag_1,rolling_mean_3,Date,month,quarter
Bones & Joints,Abies Alba | UNDA Gemmo | 125 mL,45.5,April,2279,1250,1668.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,February,1642,1844,2005,2/1/2024,2,1
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,March,2119,1642,1966.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,April,2363,2119,1868.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,May,2845,2363,2041.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,June,1015,2845,2442.333333,6/1/2024,6,2
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,July,1345,1015,2074.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,August,1310,1345,1735,8/1/2024,8,3
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,September,2207,1310,1223.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,October,1266,2207,1620.666667,10/1/2024,10,4
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,November,1694,1266,1594.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Magnelevures™ | UNDA Specialties | 30 Sachets of Powder (4g Each - Total of 120g),24.99,December,2948,1694,1722.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,January,1803,2702,1887.333333,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,February,2679,1803,2066.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,March,1731,2679,2394.666667,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,April,1691,1731,2071,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,May,1620,1691,2033.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,June,1974,1620,1680.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,July,2259,1974,1761.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,August,2162,2259,1951,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,September,1459,2162,2131.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,October,2194,1459,1960,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,November,2572,2194,1938.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium (Glycinate) | Pure Encapsulations® | 180 Capsules,76.78,December,2154,2572,2075,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,January,1537,1594,2120,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,February,1234,1537,1901,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,March,2554,1234,1455,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,April,1407,2554,1775,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,May,1092,1407,1731.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,June,1361,1092,1684.333333,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,July,1573,1361,1286.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,August,2550,1573,1342,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,September,2501,2550,1828,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,October,1424,2501,2208,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,November,2520,1424,2158.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium (citrate) | Pure Encapsulations® | 180 Capsules,26.99,December,1334,2520,2148.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,January,2384,2703,2215.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,February,1778,2384,2535.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,March,2149,1778,2288.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,April,2523,2149,2103.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,May,2611,2523,2150,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,June,2470,2611,2427.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,July,1960,2470,2534.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,August,2315,1960,2347,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,September,1729,2315,2248.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,October,2979,1729,2001.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,November,1752,2979,2341,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium + Taurine | AOR™ | 180 Capsules,45.45,December,2491,1752,2153.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,January,1463,2783,2504.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,February,1943,1463,1999.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,March,1722,1943,2063,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,April,2108,1722,1709.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,May,1559,2108,1924.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,June,2991,1559,1796.333333,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,July,2389,2991,2219.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,August,1189,2389,2313,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,September,2977,1189,2189.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,October,1365,2977,2185,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,November,1885,1365,1843.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium CitraMate | Thorne® | 90 Capsules,64.95,December,2909,1885,2075.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,January,2616,2365,1871.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,February,1503,2616,2288.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,March,1480,1503,2161.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,April,1964,1480,1866.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,May,1724,1964,1649,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,June,1750,1724,1722.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,July,2028,1750,1812.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,August,1809,2028,1834,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,September,2947,1809,1862.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,October,2258,2947,2261.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,November,2685,2258,2338,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium Citrate SAP | NFH | 90 Capsules,39.57,December,1729,2685,2630,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,April,1054,2834,2663.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,May,1023,1054,2255.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,June,1651,1023,1637,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,July,1037,1651,1242.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,August,2483,1037,1237,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,September,1187,2483,1723.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,October,2699,1187,1569,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,November,1906,2699,2123,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium Citrate | Xymogen® | 120 Capsules,18.75,December,2350,1906,1930.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,January,1679,2606,2403.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,February,2114,1679,2063.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,March,1123,2114,2133,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,April,1127,1123,1638.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,May,2964,1127,1454.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,June,1378,2964,1738,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,July,1144,1378,1823,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,August,2164,1144,1828.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,September,2776,2164,1562,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,October,2865,2776,2028,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,November,1546,2865,2601.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium Extra Strength | Jamieson™ | 100 Tablets,74.86,December,1923,1546,2395.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,January,2359,1355,1922,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,February,1944,2359,1753.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,March,2210,1944,1886,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,April,1350,2210,2171,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,May,2778,1350,1834.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,June,1861,2778,2112.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,July,2417,1861,1996.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,August,2874,2417,2352,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,September,1830,2874,2384,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,October,2756,1830,2373.666667,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,November,1258,2756,2486.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium Glycinate | AOR™ | 90 or 180 or 360 Capsules,53.99,December,1335,1258,1948,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,April,2413,1163,1518,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,May,2255,2413,1760.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,June,1440,2255,1943.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,July,1496,1440,2036,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,August,1122,1496,1730.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,September,2466,1122,1352.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,October,1334,2466,1694.666667,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,November,2968,1334,1640.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium Potassium Aspartates | AOR | 120 Capsules,75,December,1860,2968,2256,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,January,1182,1495,1932.333333,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,February,1561,1182,1881.666667,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,March,2500,1561,1412.666667,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,April,1157,2500,1747.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,May,1002,1157,1739.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,June,1930,1002,1553,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,July,2737,1930,1363,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,August,1835,2737,1889.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,September,2581,1835,2167.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,October,2555,2581,2384.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,November,1626,2555,2323.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium SAP | NFH | 90 or 180 Capsules,73.47,December,1010,1626,2254,12/1/2024,12,4
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,January,1220,2123,2101.333333,1/1/2024,1,1
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,February,1422,1220,1656.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,March,2349,1422,1588.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,April,2020,2349,1663.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,May,1712,2020,1930.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,June,2648,1712,2027,6/1/2024,6,2
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,July,2527,2648,2126.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,August,2341,2527,2295.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,September,1800,2341,2505.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,October,1800,1800,2222.666667,10/1/2024,10,4
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,November,2003,1800,1980.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Magnesium Ultra Strength | Jamieson™ | 90 or 150 Caplets,59.75,December,2286,2003,1867.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,January,1276,2565,2122.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,February,2430,1276,1948,2/1/2024,2,1
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,March,1568,2430,2090.333333,3/1/2024,3,1
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,April,2014,1568,1758,4/1/2024,4,2
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,May,1066,2014,2004,5/1/2024,5,2
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,June,2136,1066,1549.333333,6/1/2024,6,2
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,July,1759,2136,1738.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,August,1370,1759,1653.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,September,2403,1370,1755,9/1/2024,9,3
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,October,1224,2403,1844,10/1/2024,10,4
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,November,1675,1224,1665.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Magsmart® | Smart Solutions™ | 200 or 400 gr,56.75,December,2704,1675,1767.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,April,1828,1712,1730.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,May,2088,1828,1521,5/1/2024,5,2
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,June,2315,2088,1876,6/1/2024,6,2
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,July,2240,2315,2077,7/1/2024,7,3
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,August,1645,2240,2214.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,September,1548,1645,2066.666667,9/1/2024,9,3
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,October,2797,1548,1811,10/1/2024,10,4
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,November,2251,2797,1996.666667,11/1/2024,11,4
Heart & Cardiovascular Health,Maritime Pine Bark Extract | Omega Alpha® | 60 Vegetable Capsules,50,December,1654,2251,2198.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,January,2595,1899,2315.666667,1/1/2024,1,1
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,February,2778,2595,2248.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,March,1455,2778,2424,3/1/2024,3,1
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,April,2268,1455,2276,4/1/2024,4,2
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,May,1841,2268,2167,5/1/2024,5,2
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,June,2204,1841,1854.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,July,1411,2204,2104.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,August,2590,1411,1818.666667,8/1/2024,8,3
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,September,1582,2590,2068.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,October,2257,1582,1861,10/1/2024,10,4
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,November,2391,2257,2143,11/1/2024,11,4
Heart & Cardiovascular Health,Mastica Chios | AOR™ | 120 Capsules,49,December,1556,2391,2076.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,January,1133,2747,2465,1/1/2024,1,1
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,February,1883,1133,2090.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,March,1126,1883,1921,3/1/2024,3,1
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,April,1080,1126,1380.666667,4/1/2024,4,2
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,May,1347,1080,1363,5/1/2024,5,2
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,June,2666,1347,1184.333333,6/1/2024,6,2
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,July,2899,2666,1697.666667,7/1/2024,7,3
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,August,2101,2899,2304,8/1/2024,8,3
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,September,2509,2101,2555.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,October,2710,2509,2503,10/1/2024,10,4
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,November,1506,2710,2440,11/1/2024,11,4
Heart & Cardiovascular Health,Matcha Misto + TruMarine® Collagen Jar | withinUs™ | 280G (25 Servings),33,December,2773,1506,2241.666667,12/1/2024,12,4
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,January,1550,1730,1982,1/1/2024,1,1
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,February,1559,1550,1595.333333,2/1/2024,2,1
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,March,1613,1559,1613,3/1/2024,3,1
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,April,1270,1613,1574,4/1/2024,4,2
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,May,2792,1270,1480.666667,5/1/2024,5,2
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,June,1561,2792,1891.666667,6/1/2024,6,2
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,July,1627,1561,1874.333333,7/1/2024,7,3
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,August,1733,1627,1993.333333,8/1/2024,8,3
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,September,1660,1733,1640.333333,9/1/2024,9,3
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,October,2485,1660,1673.333333,10/1/2024,10,4
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,November,1940,2485,1959.333333,11/1/2024,11,4
Heart & Cardiovascular Health,Max Methyl | AOR™ | 90 Capsules,26,December,1702,1940,2028.333333,12/1/2024,12,4
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,April,2955,2150,2005.333333,4/1/2024,4,2
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,May,1308,2955,2379.333333,5/1/2024,5,2
Heart & Cardiovascular Health,Melaton-3™ | Thorne® | 60 Capsules,45.78,June,2954,1308,2137.666667,6/1/2024,6,2
